# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4 Pop_5 Pop_6 Pop_7 Pop_8 Pop_9 Pop_10 Pop_11 Pop_12 Pop_13 Pop_14
101.0 0.637442 0.006663 0.018222 0.167716 0.006018 0.004630 0.039863 0.030362 0.004971 0.004894 0.064903 0.000070 0.000800 0.003104 0.010342
102.0 0.634992 0.007675 0.018138 0.167498 0.006020 0.004524 0.040653 0.030826 0.005148 0.004823 0.065100 0.000035 0.000880 0.003191 0.010497
103.0 0.632544 0.008807 0.018059 0.167170 0.006019 0.004415 0.041434 0.031301 0.005333 0.004744 0.065266 0.000013 0.000965 0.003278 0.010651
104.0 0.630046 0.010071 0.017985 0.166742 0.006013 0.004302 0.042200 0.031787 0.005525 0.004657 0.065439 0.000006 0.001056 0.003365 0.010807
105.0 0.627446 0.011475 0.017917 0.166220 0.006003 0.004185 0.042950 0.032281 0.005722 0.004565 0.065656 0.000013 0.001153 0.003450 0.010965
106.0 0.624690 0.013030 0.017853 0.165611 0.005994 0.004063 0.043681 0.032782 0.005928 0.004470 0.065955 0.000032 0.001256 0.003531 0.011123
107.0 0.621728 0.014747 0.017795 0.164920 0.005986 0.003938 0.044388 0.033291 0.006146 0.004376 0.066368 0.000065 0.001365 0.003608 0.011278
108.0 0.618516 0.016639 0.017743 0.164149 0.005982 0.003810 0.045069 0.033805 0.006380 0.004280 0.066925 0.000111 0.001479 0.003681 0.011429
109.0 0.615022 0.018719 0.017698 0.163302 0.005979 0.003683 0.045716 0.034321 0.006633 0.004184 0.067645 0.000171 0.001601 0.003752 0.011577
110.0 0.611222 0.020999 0.017662 0.162378 0.005972 0.003557 0.046321 0.034835 0.006904 0.004084 0.068542 0.000243 0.001731 0.003822 0.011728
111.0 0.607103 0.023492 0.017636 0.161380 0.005960 0.003434 0.046879 0.035344 0.007192 0.003980 0.069623 0.000328 0.001870 0.003893 0.011885
112.0 0.602662 0.026212 0.017622 0.160307 0.005942 0.003315 0.047384 0.035848 0.007498 0.003874 0.070883 0.000425 0.002019 0.003961 0.012047
113.0 0.597900 0.029172 0.017619 0.159159 0.005921 0.003199 0.047834 0.036347 0.007823 0.003767 0.072315 0.000534 0.002180 0.004023 0.012209
114.0 0.592827 0.032384 0.017625 0.157934 0.005901 0.003085 0.048230 0.036842 0.008168 0.003660 0.073898 0.000653 0.002351 0.004076 0.012366
115.0 0.587454 0.035865 0.017640 0.156628 0.005883 0.002976 0.048576 0.037331 0.008537 0.003553 0.075605 0.000783 0.002533 0.004121 0.012516
116.0 0.581802 0.039626 0.017664 0.155233 0.005868 0.002872 0.048878 0.037812 0.008932 0.003446 0.077398 0.000924 0.002725 0.004160 0.012660
117.0 0.575896 0.043681 0.017696 0.153741 0.005852 0.002775 0.049140 0.038287 0.009354 0.003338 0.079239 0.001074 0.002927 0.004198 0.012801
118.0 0.569772 0.048039 0.017742 0.152140 0.005835 0.002689 0.049364 0.038760 0.009800 0.003230 0.081081 0.001232 0.003140 0.004235 0.012940
119.0 0.563466 0.052710 0.017806 0.150421 0.005817 0.002615 0.049549 0.039236 0.010269 0.003122 0.082884 0.001400 0.003362 0.004269 0.013073
120.0 0.557019 0.057700 0.017895 0.148574 0.005798 0.002554 0.049698 0.039722 0.010756 0.003018 0.084603 0.001576 0.003593 0.004297 0.013197
121.0 0.550467 0.063015 0.018012 0.146592 0.005782 0.002509 0.049811 0.040222 0.011260 0.002918 0.086197 0.001761 0.003832 0.004315 0.013307
122.0 0.543842 0.068656 0.018161 0.144468 0.005771 0.002482 0.049896 0.040736 0.011784 0.002824 0.087628 0.001953 0.004076 0.004321 0.013403
123.0 0.537168 0.074627 0.018342 0.142198 0.005766 0.002473 0.049960 0.041261 0.012329 0.002737 0.088860 0.002153 0.004323 0.004319 0.013486
124.0 0.530466 0.080924 0.018555 0.139782 0.005767 0.002485 0.050010 0.041797 0.012897 0.002655 0.089865 0.002357 0.004571 0.004313 0.013556
125.0 0.523752 0.087543 0.018800 0.137218 0.005775 0.002519 0.050051 0.042346 0.013487 0.002579 0.090623 0.002566 0.004821 0.004306 0.013613
126.0 0.517036 0.094477 0.019078 0.134512 0.005790 0.002577 0.050086 0.042910 0.014099 0.002509 0.091124 0.002776 0.005070 0.004298 0.013658
127.0 0.510323 0.101715 0.019392 0.131669 0.005814 0.002659 0.050115 0.043490 0.014727 0.002448 0.091367 0.002989 0.005320 0.004283 0.013689
128.0 0.503610 0.109247 0.019743 0.128698 0.005848 0.002767 0.050135 0.044089 0.015369 0.002398 0.091360 0.003204 0.005570 0.004259 0.013703
129.0 0.496888 0.117060 0.020131 0.125608 0.005891 0.002901 0.050146 0.044706 0.016023 0.002361 0.091120 0.003421 0.005820 0.004223 0.013701
130.0 0.490138 0.125140 0.020555 0.122411 0.005942 0.003060 0.050146 0.045338 0.016690 0.002338 0.090668 0.003642 0.006068 0.004178 0.013683
131.0 0.483330 0.133474 0.021014 0.119120 0.006001 0.003247 0.050138 0.045979 0.017374 0.002330 0.090033 0.003866 0.006313 0.004126 0.013654
132.0 0.476432 0.142045 0.021506 0.115749 0.006068 0.003463 0.050122 0.046623 0.018077 0.002337 0.089245 0.004092 0.006551 0.004073 0.013617
133.0 0.469407 0.150834 0.022029 0.112316 0.006147 0.003708 0.050100 0.047266 0.018799 0.002361 0.088342 0.004318 0.006782 0.004018 0.013571
134.0 0.462220 0.159820 0.022585 0.108838 0.006239 0.003985 0.050069 0.047911 0.019539 0.002403 0.087365 0.004543 0.007005 0.003962 0.013517
135.0 0.454837 0.168983 0.023177 0.105335 0.006347 0.004292 0.050026 0.048557 0.020292 0.002466 0.086354 0.004763 0.007218 0.003901 0.013450
136.0 0.447225 0.178302 0.023807 0.101827 0.006472 0.004630 0.049970 0.049203 0.021056 0.002554 0.085347 0.004977 0.007422 0.003834 0.013373
137.0 0.439351 0.187758 0.024478 0.098332 0.006612 0.004997 0.049901 0.049842 0.021831 0.002669 0.084378 0.005184 0.007615 0.003760 0.013291
138.0 0.431191 0.197329 0.025189 0.094868 0.006766 0.005393 0.049822 0.050465 0.022618 0.002812 0.083475 0.005382 0.007798 0.003684 0.013209
139.0 0.422726 0.206989 0.025938 0.091447 0.006933 0.005817 0.049733 0.051070 0.023422 0.002984 0.082661 0.005573 0.007969 0.003607 0.013131
140.0 0.413951 0.216710 0.026721 0.088084 0.007115 0.006270 0.049633 0.051656 0.024245 0.003185 0.081959 0.005756 0.008127 0.003532 0.013055
141.0 0.404873 0.226460 0.027534 0.084787 0.007315 0.006753 0.049518 0.052229 0.025087 0.003414 0.081385 0.005932 0.008273 0.003460 0.012980
142.0 0.395509 0.236206 0.028375 0.081564 0.007535 0.007268 0.049386 0.052789 0.025947 0.003672 0.080949 0.006100 0.008406 0.003388 0.012905
143.0 0.385885 0.245914 0.029241 0.078419 0.007777 0.007815 0.049236 0.053338 0.026821 0.003963 0.080656 0.006258 0.008528 0.003317 0.012832
144.0 0.376035 0.255550 0.030131 0.075356 0.008039 0.008392 0.049071 0.053875 0.027705 0.004290 0.080503 0.006405 0.008639 0.003245 0.012765
145.0 0.365995 0.265076 0.031041 0.072376 0.008319 0.008997 0.048897 0.054398 0.028599 0.004656 0.080484 0.006540 0.008741 0.003176 0.012706
146.0 0.355809 0.274455 0.031970 0.069482 0.008615 0.009625 0.048721 0.054906 0.029503 0.005063 0.080586 0.006662 0.008832 0.003113 0.012658
147.0 0.345524 0.283642 0.032915 0.066679 0.008930 0.010274 0.048550 0.055398 0.030416 0.005510 0.080797 0.006773 0.008913 0.003060 0.012620
148.0 0.335195 0.292590 0.033875 0.063969 0.009267 0.010942 0.048387 0.055876 0.031337 0.005995 0.081102 0.006876 0.008982 0.003015 0.012593
149.0 0.324884 0.301249 0.034848 0.061358 0.009630 0.011626 0.048233 0.056348 0.032261 0.006516 0.081488 0.006969 0.009037 0.002979 0.012574
150.0 0.314658 0.309568 0.035834 0.058850 0.010017 0.012326 0.048085 0.056822 0.033181 0.007072 0.081942 0.007055 0.009076 0.002949 0.012564
151.0 0.304581 0.317496 0.036834 0.056447 0.010429 0.013040 0.047944 0.057307 0.034090 0.007664 0.082448 0.007131 0.009098 0.002924 0.012568
152.0 0.294708 0.324986 0.037843 0.054153 0.010861 0.013763 0.047814 0.057806 0.034985 0.008291 0.082995 0.007198 0.009101 0.002904 0.012591
153.0 0.285093 0.331988 0.038857 0.051971 0.011314 0.014489 0.047703 0.058325 0.035864 0.008954 0.083567 0.007259 0.009084 0.002892 0.012640
154.0 0.275780 0.338453 0.039873 0.049907 0.011789 0.015211 0.047616 0.058871 0.036726 0.009649 0.084156 0.007318 0.009047 0.002891 0.012713
155.0 0.266815 0.344334 0.040884 0.047968 0.012288 0.015923 0.047559 0.059456 0.037565 0.010372 0.084756 0.007378 0.008991 0.002902 0.012808
156.0 0.258242 0.349586 0.041888 0.046160 0.012813 0.016619 0.047533 0.060090 0.038375 0.011119 0.085366 0.007445 0.008917 0.002926 0.012923
157.0 0.250100 0.354168 0.042882 0.044494 0.013363 0.017293 0.047538 0.060779 0.039146 0.011885 0.085986 0.007519 0.008827 0.002962 0.013058
